Version,Accuracy,Precision,Recall,F1_Score
Original,0.13483299250170416,0.10479184172338746,0.13483299250170416,0.0864493884872605
PCA_90%,0.3310611224721654,0.34394177638285556,0.3310611224721654,0.30741612596111
PCA_95%,0.33147012042717566,0.34327304941413905,0.33147012042717566,0.30699706082131045
