Version,Accuracy,Precision,Recall,F1_Score
Original,0.6571233810497614,0.7117247097898652,0.6571233810497614,0.6595694475907101
PCA_90%,0.5037491479209271,0.5296836916826482,0.5037491479209271,0.4977434829545302
PCA_95%,0.5007952738014088,0.5312426536079572,0.5007952738014088,0.49431134529738324
