Version,Accuracy,Precision,Recall,F1_Score
Original,0.7071574642126789,0.7213351878871372,0.7071574642126789,0.7075058138725977
PCA_90%,0.49325153374233127,0.5138916103571338,0.49325153374233127,0.4874489954372696
PCA_95%,0.49534196773460576,0.5155884814791188,0.49534196773460576,0.4893805204483636
