Version,Accuracy,Precision,Recall,F1_Score
Original,0.6593501476937059,0.6660136126991677,0.6593501476937059,0.6588040766852155
PCA_90%,0.42285844126334926,0.4209781455218851,0.42285844126334926,0.42104113858804804
PCA_95%,0.4212678936605317,0.4198915892986167,0.4212678936605317,0.4198349691371305
