Version,Accuracy,Precision,Recall,F1_Score
Original,0.21763235628266303,0.15860556304903423,0.21763235628266303,0.139157678763971
PCA_90%,0.21704158145875938,0.15674948005432576,0.21704158145875938,0.13838223100424046
PCA_95%,0.2166780277209725,0.15588797063832502,0.2166780277209725,0.1381116003508986
