Version,Accuracy,Precision,Recall,F1_Score
Original,0.19341058850261303,0.16113131559158098,0.19341058850261303,0.13500453396314704
PCA_90%,0.2068620768007271,0.17560147882597546,0.2068620768007271,0.15849260843439053
PCA_95%,0.2074074074074074,0.17615752169652643,0.2074074074074074,0.1605297374760671
