Version,Accuracy,Precision,Recall,F1_Score
Original,0.0608498068620768,0.0601839471523847,0.0609283746538123,0.0604729183746251
PCA_90%,0.0608498068620768,0.059739182736451,0.0596158392017485,0.0593847265102938
PCA_95%,0.0608498068620768,0.0509518372645812,0.0501273948562109,0.050839172645381
