Version,Accuracy,Precision,Recall,F1_Score
Original,0.7074301295160191,0.7127414478786346,0.7074301295160191,0.7070021208589442
PCA_90%,0.5006134969325153,0.5095369169525366,0.5006134969325153,0.4955259161573712
PCA_95%,0.5022949329697796,0.5120910675961539,0.5022949329697796,0.49679998639431655
